;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 23-Dec-20 7:23:30 PM
;----------------------------------------------

;Address Opcode 	ASM
0x02EA	0x3EFF      	ADDLW      255
0x02EB	0x2AE5      	GOTO       L__main62
L__main63:
0x02EC	0x1870      	BTFSC      R0, 0
0x02ED	0x2AF0      	GOTO       L__main64
0x02EE	0x113F      	BCF        _toggle_bit, BitPos(_toggle_bit+0)
0x02EF	0x2AF1      	GOTO       L__main65
L__main64:
0x02F0	0x153F      	BSF        _toggle_bit, BitPos(_toggle_bit+0)
L__main65:
;ir.c,131 :: 		address = (rc5_code >> 6) & 0x1F;     // Next 5 bits are for address
0x02F1	0x3006      	MOVLW      6
0x02F2	0x00F2      	MOVWF      R2
0x02F3	0x0849      	MOVF       _rc5_code, 0
0x02F4	0x00F0      	MOVWF      R0
0x02F5	0x084A      	MOVF       _rc5_code+1, 0
0x02F6	0x00F1      	MOVWF      R0+1
0x02F7	0x0872      	MOVF       R2, 0
L__main66:
0x02F8	0x1903      	BTFSC      STATUS, 2
0x02F9	0x2AFF      	GOTO       L__main67
0x02FA	0x0CF1      	RRF        R0+1, 1
0x02FB	0x0CF0      	RRF        R0, 1
0x02FC	0x13F1      	BCF        R0+1, 7
0x02FD	0x3EFF      	ADDLW      255
0x02FE	0x2AF8      	GOTO       L__main66
L__main67:
0x02FF	0x301F      	MOVLW      31
0x0300	0x0570      	ANDWF      R0, 0
0x0301	0x00C7      	MOVWF      _address
;ir.c,132 :: 		command = rc5_code & 0x3F;            // The 6 LSBits are command bits
0x0302	0x303F      	MOVLW      63
0x0303	0x0549      	ANDWF      _rc5_code, 0
0x0304	0x00C3      	MOVWF      _command
;ir.c,133 :: 		Lcd_Chr(1, 16, toggle_bit + 48);      // Display toggle bit
0x0305	0x3001      	MOVLW      1
0x0306	0x00CD      	MOVWF      FARG_Lcd_Chr_row
0x0307	0x3010      	MOVLW      16
0x0308	0x00CE      	MOVWF      FARG_Lcd_Chr_column
0x0309	0x3000      	MOVLW      0
0x030A	0x193F      	BTFSC      _toggle_bit, BitPos(_toggle_bit+0)
0x030B	0x3001      	MOVLW      1
0x030C	0x00CF      	MOVWF      FARG_Lcd_Chr_out_char
0x030D	0x3030      	MOVLW      48
0x030E	0x07CF      	ADDWF      FARG_Lcd_Chr_out_char, 1
0x030F	0x2179      	CALL       _Lcd_Chr
;ir.c,134 :: 		ByteToHex(address, text);             // Save address in string text with hex format
0x0310	0x0847      	MOVF       _address, 0
0x0311	0x00CD      	MOVWF      FARG_ByteToHex_input
0x0312	0x3040      	MOVLW      _text
0x0313	0x00CE      	MOVWF      FARG_ByteToHex_output
0x0314	0x223A      	CALL       _ByteToHex
;ir.c,135 :: 		Lcd_Out(1, 7, text);                  // Display address
0x0315	0x3001      	MOVLW      1
0x0316	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x0317	0x3007      	MOVLW      7
0x0318	0x00CE      	MOVWF      FARG_Lcd_Out_column
0x0319	0x3040      	MOVLW      _text
0x031A	0x00CF      	MOVWF      FARG_Lcd_Out_text
0x031B	0x21AE      	CALL       _Lcd_Out
;ir.c,136 :: 		ByteToHex(command, text);             // Save command in string text with hex format
0x031C	0x0843      	MOVF       _command, 0
0x031D	0x00CD      	MOVWF      FARG_ByteToHex_input
0x031E	0x3040      	MOVLW      _text
0x031F	0x00CE      	MOVWF      FARG_ByteToHex_output
0x0320	0x223A      	CALL       _ByteToHex
;ir.c,137 :: 		Lcd_Out(2, 7, text);                  // Display command
0x0321	0x3002      	MOVLW      2
0x0322	0x00CD      	MOVWF      FARG_Lcd_Out_row
0x0323	0x3007      	MOVLW      7
0x0324	0x00CE      	MOVWF      FARG_Lcd_Out_column
0x0325	0x3040      	MOVLW      _text
0x0326	0x00CF      	MOVWF      FARG_Lcd_Out_text
0x0327	0x21AE      	CALL       _Lcd_Out
;ir.c,138 :: 		RBIE_bit = 1;                         // Enable PORTB change interrupt
0x0328	0x158B      	BSF        RBIE_bit, BitPos(RBIE_bit+0)
;ir.c,139 :: 		}  }
0x0329	0x2AD8      	GOTO       L_main35
L_end_main:
0x032A	0x2B2A      	GOTO       $+0
; end of _main
;__Lib_Conversions.c,3 :: __Lib_Conversions_Digits
0x032B	0x3430 ;__Lib_Conversions_Digits+0
0x032C	0x3431 ;__Lib_Conversions_Digits+1
0x032D	0x3432 ;__Lib_Conversions_Digits+2
0x032E	0x3433 ;__Lib_Conversions_Digits+3
0x032F	0x3434 ;__Lib_Conversions_Digits+4
0x0330	0x3435 ;__Lib_Conversions_Digits+5
0x0331	0x3436 ;__Lib_Conversions_Digits+6
0x0332	0x3437 ;__Lib_Conversions_Digits+7
0x0333	0x3438 ;__Lib_Conversions_Digits+8
0x0334	0x3439 ;__Lib_Conversions_Digits+9
0x0335	0x3441 ;__Lib_Conversions_Digits+10
0x0336	0x3442 ;__Lib_Conversions_Digits+11
0x0337	0x3443 ;__Lib_Conversions_Digits+12
0x0338	0x3444 ;__Lib_Conversions_Digits+13
0x0339	0x3445 ;__Lib_Conversions_Digits+14
0x033A	0x3446 ;__Lib_Conversions_Digits+15
; end of __Lib_Conversions_Digits
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [268]    _Interrupt
0x0110       [7]    _Delay_50us
0x0117       [6]    _Delay_1us
0x011D      [13]    _Delay_5500us
0x012A      [64]    _Lcd_Cmd
0x016A       [8]    _Lcd_Chr_CP
0x0172       [7]    _____DoICP
0x0179      [53]    _Lcd_Chr
0x01AE      [62]    _Lcd_Out
0x01EC      [78]    _Lcd_Init
0x023A      [62]    _ByteToHex
0x0278      [12]    ___CC2DW
0x0284     [167]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0002       [1]    PCL
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0006       [1]    PORTB
0x0007       [0]    RC7_bit
0x0007       [0]    RC6_bit
0x0007       [0]    LCD_EN
0x0007       [0]    RC3_bit
0x0007       [0]    LCD_D4
0x0007       [0]    RC2_bit
0x0007       [0]    RC4_bit
0x0007       [0]    RC5_bit
0x0007       [0]    LCD_D7
0x0007       [0]    LCD_RS
0x0007       [0]    LCD_D5
0x0007       [0]    LCD_D6
0x000A       [1]    PCLATH
0x000B       [1]    INTCON
0x000B       [0]    RBIF_bit
0x000B       [0]    RBIE_bit
0x000C       [0]    TMR1IF_bit
0x000E       [1]    TMR1L
0x000F       [1]    TMR1H
0x0010       [1]    T1CON
0x0010       [0]    TMR1ON_bit
0x0023      [17]    ?lstr1_ir
0x0034       [9]    ?lstr2_ir
0x003D       [2]    ___DoICPAddr
0x003F       [0]    _rc5_ok
0x003F       [0]    __Lib_Lcd_cmd_status
0x003F       [0]    _toggle_bit
0x0040       [3]    _text
0x0043       [1]    _command
0x0044       [1]    _i
0x0045       [2]    _timer_value
0x0047       [1]    _address
0x0048       [1]    _rc5_state
0x0049       [2]    _rc5_code
0x004B       [1]    ___saveSTATUS
0x004C       [1]    ___savePCLATH
0x004D       [1]    FARG_Lcd_Out_row
0x004D       [1]    FARG_Lcd_Chr_row
0x004D       [1]    FARG_ByteToHex_input
0x004E       [1]    FARG_ByteToHex_output
0x004E       [1]    FARG_Lcd_Chr_column
0x004E       [1]    FARG_Lcd_Out_column
0x004F       [1]    FARG_Lcd_Out_text
0x004F       [1]    FARG_Lcd_Chr_out_char
0x0050       [1]    Lcd_Out_i_L0
0x0051       [1]    FARG_Lcd_Chr_CP_out_char
0x0052       [1]    FARG_Lcd_Cmd_out_char
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0087       [0]    LCD_D7_Direction
0x0087       [0]    LCD_D6_Direction
0x0087       [0]    LCD_EN_Direction
0x0087       [0]    LCD_RS_Direction
0x0087       [0]    LCD_D5_Direction
0x0087       [0]    LCD_D4_Direction
0x0087       [0]    TRISC3_bit
0x0087       [0]    TRISC6_bit
0x0087       [0]    TRISC5_bit
0x0087       [0]    TRISC4_bit
0x0087       [0]    TRISC2_bit
0x0087       [0]    TRISC7_bit
0x008C       [0]    TMR1IE_bit
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x032B      [16]    __Lib_Conversions_Digits
